PAIS;POSTO_APLICADOR;NU_INSCRICAO;NOTA_ENTREVISTADOR;NOTA_OBSERVADOR;NOTA_FINAL;DISCREPANCIA;SITUACAO
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301000638;5;5;5;0;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301003913;4;4,08;4,04;0,08;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301003957;3;4,29;3,645;1,29;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004246;2;3,67;2,835;1,67;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004255;2;4,29;3,145;2,29;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004064;5;4,71;4,855;0,29;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004254;0;0;0;0;Ausente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004457;0;0;0;0;Ausente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004230;2;4;3;2;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301000007;4;4,5;4,25;0,5;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301000008;2;3,87;2,935;1,87;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004233;5;4,79;4,895;0,21;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004242;0;0;0;0;Ausente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301004245;0;0;0;0;Ausente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001165;3;4,58;3,79;1,58;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301000353;4;5;4,5;1;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301000249;4;4,92;4,46;0,92;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301003861;4;4,79;4,395;0,79;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001233;5;4,83;4,915;0,17;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001242;4;4,21;4,105;0,21;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001255;4;3,83;3,915;0,17;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001266;5;5;5;0;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001333;2;3,08;2,54;1,08;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001476;3;4,71;3,855;1,71;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001981;2;4,08;3,04;2,08;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301001999;5;4,29;4,645;0,71;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002007;2;3,92;2,96;1,92;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002261;5;4,71;4,855;0,29;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002262;2;4;3;2;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002266;3;4,33;3,665;1,33;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002552;4;5;4,5;1;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002868;2;3,17;2,585;1,17;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002981;3;4,92;3,96;1,92;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301003059;4;4,29;4,145;0,29;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301003278;0;0;0;0;Ausente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301003287;3;4;3,5;1;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301003474;5;5;5;0;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301000592;3;4,79;3,895;1,79;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002388;5;4,58;4,79;0,42;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002557;4;4,29;4,145;0,29;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301002785;4;3,67;3,835;0,33;Presente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301003623;0;0;0;0;Ausente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301000015;0;0;0;0;Ausente
Espanha;Colegio Mayor - Casa do Brasil-Madri;201301000027;4;4,79;4,395;0,79;Presente
Estados Unidos Da América (Eua);Florida International University-Miami;201301001872;0;0;0;0;Ausente
Estados Unidos Da América (Eua);Florida International University-Miami;201301002687;4;4,33;4,165;0,33;Presente
Estados Unidos Da América (Eua);Florida International University-Miami;201301001602;5;5;5;0;Presente
Estados Unidos Da América (Eua);Florida International University-Miami;201301000559;5;4,09;4,545;0,91;Presente
Estados Unidos Da América (Eua);Florida International University-Miami;201301000366;5;5;5;0;Presente
Estados Unidos Da América (Eua);Florida International University-Miami;201301000167;0;0;0;0;Ausente
Estados Unidos Da América (Eua);Florida International University-Miami;201301000311;4;3,83;3,915;0,17;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000490;4;4,41;4,205;0,41;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000265;5;5;5;0;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000856;5;4,79;4,895;0,21;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301004511;4;4,37;4,185;0,37;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001676;0;0;0;0;Ausente
Alemanha;Friedrich-Schiller-Universitat Jena;201301003942;0;0;0;0;Ausente
Alemanha;Friedrich-Schiller-Universitat Jena;201301002020;5;5;5;0;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301002125;4;4,12;4,06;0,12;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301004174;3;4,08;3,54;1,08;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001134;0;0;0;0;Ausente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001689;2;2,16;2,08;0,16;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001323;3;4,04;3,52;1,04;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000340;0;0;0;0;Ausente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001444;3;4,09;3,545;1,09;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000917;3;4,08;3,54;1,08;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301002154;5;4,58;4,79;0,42;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001805;4;4,12;4,06;0,12;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301002143;3;3,96;3,48;0,96;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000386;3;3,54;3,27;0,54;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000014;3;3,91;3,455;0,91;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301003968;3;3,25;3,125;0,25;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000053;5;4,79;4,895;0,21;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000329;2;2,58;2,29;0,58;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000626;5;4,79;4,895;0,21;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301003773;3;3,16;3,08;0,16;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000288;3;4,08;3,54;1,08;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000597;4;4,04;4,02;0,04;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000552;5;5;5;0;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301002865;3;2,99;2,995;0,01;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301003848;4;4,16;4,08;0,16;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001414;4;4,79;4,395;0,79;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301003747;4;4,04;4,02;0,04;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301002923;2;3,62;2,81;1,62;Presente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001859;0;0;0;0;Ausente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001207;0;0;0;0;Ausente
Alemanha;Friedrich-Schiller-Universitat Jena;201301004086;0;0;0;0;Ausente
Alemanha;Friedrich-Schiller-Universitat Jena;201301000002;0;0;0;0;Ausente
Alemanha;Friedrich-Schiller-Universitat Jena;201301001927;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001685;5;4,79;4,895;0,21;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003072;3;3,12;3,06;0,12;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003367;4;3,83;3,915;0,17;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003973;3;3,54;3,27;0,54;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001509;5;5;5;0;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001300;4;4,17;4,085;0,17;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001087;3;3,04;3,02;0,04;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001022;2;3,41;2,705;1,41;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001006;2;4,17;3,085;2,17;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004353;1;3;2;2;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000120;3;4,62;3,81;1,62;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000745;3;3,5;3,25;0,5;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003436;4;4,12;4,06;0,12;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000972;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003228;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000953;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002155;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004490;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003442;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000622;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001005;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002456;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002263;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002225;4;4,58;4,29;0,58;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001909;5;5;5;0;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002770;5;3,25;4,125;1,75;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000128;2;1,58;1,79;0,42;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001478;2;2;2;0;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000775;5;4,25;4,625;0,75;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003419;1;1,92;1,46;0,92;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000670;2;3,25;2,625;1,25;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001397;2;2,46;2,23;0,46;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004223;4;3,16;3,58;0,84;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003428;2;2,5;2,25;0,5;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000310;5;4,08;4,54;0,92;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001392;2;3,2;2,6;1,2;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001587;3;3,99;3,495;0,99;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003654;4;3,41;3,705;0,59;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003415;1;1,33;1,165;0,33;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001368;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001039;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004356;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001294;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004336;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001007;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001404;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002095;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003478;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003715;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003692;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003407;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001629;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001753;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001991;3;3,33;3,165;0,33;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002504;4;3,75;3,875;0,25;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003344;2;2,75;2,375;0,75;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002129;1;1,5;1,25;0,5;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002265;5;4,58;4,79;0,42;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004033;5;5;5;0;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001009;3;4,04;3,52;1,04;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002118;5;4,71;4,855;0,29;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002193;3;3,75;3,375;0,75;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002379;5;4,54;4,77;0,46;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000739;4;4,5;4,25;0,5;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003073;5;5;5;0;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001398;1;3,08;2,04;2,08;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003411;1;2,17;1,585;1,17;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000506;2;2,5;2,25;0,5;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002813;3;4,2;3,6;1,2;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000081;2;3,04;2,52;1,04;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000797;5;3,75;4,375;1,25;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001690;4;3,67;3,835;0,33;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000651;2;2,49;2,245;0,49;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004361;3;3,59;3,295;0,59;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004520;5;5;5;0;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000974;2;2,67;2,335;0,67;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001033;4;3,91;3,955;0,09;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001215;2;2,41;2,205;0,41;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001385;3;3,91;3,455;0,91;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000957;2;3,2;2,6;1,2;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000940;4;3,99;3,995;0,01;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000315;2;3,59;2,795;1,59;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000771;5;4,67;4,835;0,33;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001018;3;3,75;3,375;0,75;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001250;4;4,04;4,02;0,04;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001508;2;3,7;2,85;1,7;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001337;4;3,75;3,875;0,25;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001194;5;4,58;4,79;0,42;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001027;4;3,49;3,745;0,51;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000736;4;3,91;3,955;0,09;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000996;5;4,58;4,79;0,42;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001013;2;2,41;2,205;0,41;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001750;2;2,58;2,29;0,58;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002364;4;4,62;4,31;0,62;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003680;3;3,91;3,455;0,91;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004065;2;2,91;2,455;0,91;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003365;3;3,58;3,29;0,58;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001705;3;3,58;3,29;0,58;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002619;2;2,58;2,29;0,58;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003998;3;3,87;3,435;0,87;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003106;3;3,58;3,29;0,58;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002477;5;4,41;4,705;0,59;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002239;4;3,2;3,6;0,8;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002123;5;4,33;4,665;0,67;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001874;3;3,7;3,35;0,7;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001673;5;5;5;0;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003005;0;0;0;0;Ausente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001820;4;4,58;4,29;0,58;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301000952;4;5;4,5;1;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002188;1;1,83;1,415;0,83;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003641;3;4,58;3,79;1,58;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301002236;1;2,96;1,98;1,96;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301003424;1;1,33;1,165;0,33;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301001725;4;4,17;4,085;0,17;Presente
Argentina;Fundação Centro de Estudos Brasileiros-FUNCEB;201301004275;3;2,96;2,98;0,04;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301003989;0;0;0;0;Ausente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301002457;3;4;3,5;1;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301003311;3;4;3,5;1;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301002976;4;4,5;4,25;0,5;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301003647;4;4,5;4,25;0,5;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301003671;0;0;0;0;Ausente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301004136;2;2,33;2,165;0,33;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301002691;3;3,25;3,125;0,25;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301003816;4;3,58;3,79;0,42;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301002840;4;4,58;4,29;0,58;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301001889;4;4,17;4,085;0,17;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301003132;4;4,17;4,085;0,17;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301003668;4;4,5;4,25;0,5;Presente
Costa Rica;Fundação de Centro de Estudos Brasileiros-FCDEB-São José;201301001592;2;1,58;1,79;0,42;Presente
